date,ticker,sector,market_cap,final_score,score_percentile,target_weight,fcf_yield,roic,debt_to_ebitda,interest_coverage,mom_12_1,above_200dma
2007-01-03,SSP,Communication Services,857650147.443323,0.9742857142857145,0.9973544973544973,0.05,0.4945454755233157,0.1131740007788373,1.385898425284949,10.142243349483499,0.3630832584227288,True
2007-01-03,MDU,Utilities,1763511676.6939163,0.92,0.9947089947089947,0.05,0.0004247207488890362,0.09438582275997416,1.8235831217105518,7.452851964193238,0.19603611834940793,True
2007-01-03,GWW,Industrials,4531632967.484864,0.8237456000561643,0.9841269841269841,0.05,0.07302643492411333,0.17215482335806884,0.015614222523660033,23.474915592752865,0.38709657122042196,True
2007-01-03,IFF,Basic Materials,1648702636.3601685,0.8076309135309138,0.9814814814814815,0.05,0.127397746184058,0.13934813413718392,2.0021873273732997,13.154686192468619,0.7383300484914765,True
2007-01-03,WLK,Basic Materials,2092176995.770996,0.7750550005550007,0.9735449735449735,0.05,0.1106512500940143,0.22474279197404703,0.5194119314891799,11.254632751598198,0.13958194134669788,True
2007-01-03,CMC,Industrials,3102186717.5814285,0.7590503130937054,0.9682539682539683,0.05,0.023468284351613664,0.26165168968079217,0.5764535289032654,20.27486800764422,0.5081523832224406,True
2007-01-03,MTW,Industrials,803714134.8751068,0.7462652800158549,0.9629629629629629,0.05,0.17956260035469718,0.14342997921490327,1.2871167679570508,3.074404091742529,1.2954377301666642,True
2007-01-03,NDSN,Industrials,1685173824.7184753,0.7303383852520255,0.9444444444444444,0.05,0.06389014499319479,0.22079757806789274,0.711374670317671,12.015085381729076,0.17913377497337724,True
2007-01-03,SEB,Industrials,2220005920.0,0.7107638790295217,0.9312169312169312,0.05,0.09537452044272027,0.1917762948285254,0.6078488557802609,11.205741441928753,0.12637627763292403,True
2007-01-03,WAT,Healthcare,5038257230.09491,0.7041666666666668,0.9285714285714286,0.05,0.04255737454595205,0.3869594565942226,2.626004138086402,11.37583918813427,0.2963254952148078,True
2007-01-03,HRL,Consumer Defensive,5323832712.936402,0.70193242793457,0.9259259259259259,0.05,0.0347602958204015,0.15121881161122896,0.6128259386859272,22.34994545274224,0.1677788691931268,True
2007-01-03,FWRD,Industrials,831163369.0643309,0.691584279289376,0.9232804232804233,0.05,0.03741141772766611,0.08828320535301246,0.025492851768246803,262.16129032258067,0.6012856373918856,True
2007-01-03,TRMB,Technology,3016483992.1493535,0.6843401451489688,0.917989417989418,0.05,0.028854122954580074,0.15545771552678792,0.005004164628422597,11.885270307992927,0.32556842530974306,True
2007-01-03,DD,Basic Materials,7371232366.141922,0.6641707792207794,0.9047619047619048,0.05,0.26779782564813986,0.1516803383143279,1.4434389140271493,9.422053231939163,0.051723921936906336,True
2007-01-03,CLH,Industrials,986663182.0106506,0.6616076526386039,0.8994708994708994,0.05,0.03578830207086701,0.28589022433716577,1.260090419392074,4.249121725731896,0.4416722367334769,True
2007-01-03,TNC,Industrials,542172884.2086792,0.6584393827374748,0.8941798941798942,0.05,0.03822581431797144,0.10122443732221684,0.09971032534533528,26.021296296296295,0.12966794040354412,True
2007-01-03,KR,Consumer Defensive,16682400054.93164,0.6424850557466953,0.873015873015873,0.05,0.030031650023396646,0.11518338904494207,2.0606867969212552,4.3128834355828225,0.15279887393910974,True
2007-01-03,ITT,Industrials,1753592733.4785461,0.6416276423153712,0.8703703703703703,0.05,0.3925084695319427,0.10352445253719231,1.4205055819325034,7.3611442193087,0.02699356328948399,True
2007-01-03,MKSI,Technology,1267973021.402359,0.6414442439655288,0.8677248677248677,0.05,0.05431582442016764,0.11131501769717995,0.21197101723122988,73.17086453369639,0.11859900612723484,True
2007-01-03,MIDD,Industrials,878329502.3803711,0.6411380003859869,0.8650793650793651,0.05,0.04931406708144748,0.22874244004129785,1.374203213997993,9.701275846898373,0.1425005652906295,True
2007-02-01,SSP,Communication Services,966324387.1243935,0.982857142857143,0.9973614775725593,0.05,0.4675883233627168,0.14487683576529697,0.9352154441285221,12.585919771285624,0.31332737976714564,True
2007-02-01,MDU,Utilities,1807283418.554306,0.9200000000000002,0.9947229551451188,0.05,0.0832741552624817,0.10136615565664313,1.594377280369663,7.139436931944137,0.1002706473900381,True
